商品名称,董店价格,京东价格,董店地址,京东地址
品圆定频冷暖正1.5匹3级能效挂机空调 KFR35GW(35592)Da3 荧光白,2399.0,2799.0,https://mall.gree.com//goods/product/details?id=1000025609&skuId=1000042464,https://item.jd.com/6624506.html
风采变频冷暖大1匹3级能效挂机空调  KFR26GWNhBaB3 皓雪白,2399.0,,https://mall.gree.com//goods/product/details?id=1001005363&skuId=1000079104,
宁炫变频冷暖大1匹3级能效挂机空调 KFR26GWNhDdB3 皓雪白,2399.0,,https://mall.gree.com//goods/product/details?id=1001001463&skuId=1000079090,
京逸变频冷暖大1匹3级能效挂机空调 KFR26GWNhDzB3 皓雪白,2399.0,2599.0,https://mall.gree.com//goods/product/details?id=1002975193&skuId=1000304752,https://item.jd.com/100017351308.html
凉之夏III变频冷暖正1.5匹3级能效挂机空调 KFR35GW(35564)FNhAaC3 皓雪白,2429.0,2550.0,https://mall.gree.com//goods/product/details?id=1002935040&skuId=1000263712,https://item.jd.com/100008075173.html
俊越变频冷暖正1.5匹3级能效挂机空调 真品质 越舒适 KFR35GW(35559)FNAaA3(含管) 顶(清爽白),2449.0,,https://mall.gree.com//goods/product/details?id=1002979874&skuId=1000309736,
悦风Ⅱ变频冷暖小1.5匹3级能效挂机空调 KFR32GW(32564)FNhAaA3皓雪白,2499.0,2699.0,https://mall.gree.com//goods/product/details?id=1000025963&skuId=1000042820,https://item.jd.com/49002615900.html
品悦变频冷暖正1.5匹3级能效挂机空调 KFR35GW(35592)FNhAaC3 (清爽白),2499.0,2599.0,https://mall.gree.com//goods/product/details?id=1002941941&skuId=1000270737,https://item.jd.com/100013362104.html
品悦变频冷暖小1.5匹3级能效挂机空调 KFR32GW(32592)FNhAaA3 清爽白,2509.0,3499.0,https://mall.gree.com//goods/product/details?id=1000165911&skuId=1000056422,https://item.jd.com/4935731.html
云越变频冷暖正1.5匹3级能效挂机空调 KFR35GWNhLaB3W (皓雪白),2509.0,,https://mall.gree.com//goods/product/details?id=1000270413&skuId=1000056691,
宁炫变频冷暖正1.5匹3级能效挂机空调 KFR35GWNhDdB3 皓雪白,2529.0,,https://mall.gree.com//goods/product/details?id=1001001469&skuId=1000079097,
智享变频冷暖正1.5匹3级能效挂机空调 WiFi智能 节能舒适 KFR35GW(35559)FNAdA3 (清爽白)(京东),2559.0,,https://mall.gree.com//goods/product/details?id=1000035630&skuId=1000052076,
冷静享变频冷暖大1匹2级能效挂机空调 KFR26GW(26583)FNCbA2 皓雪白,2569.0,2699.0,https://mall.gree.com//goods/product/details?id=1000025634&skuId=1000042489,https://item.jd.com/30717480625.html
品圆变频冷暖正1.5匹3级能效挂机空调 KFR35GW(35592)FNhDaA3 (蓝色装饰条),2579.0,3399.0,https://mall.gree.com//goods/product/details?id=1000025611&skuId=1000042466,https://item.jd.com/1993092.html
凉之静‖变频冷暖大1匹2级能效挂机空调 KFR26GWNCcB2W 高亮白,2589.0,3180.0,https://mall.gree.com//goods/product/details?id=1002959256&skuId=1000288184,https://item.jd.com/100000724786.html
风范变频冷暖大1匹2级能效挂机空调 KFR26GWNhCaB2W 高亮白,2599.0,3649.0,https://mall.gree.com//goods/product/details?id=1000796017&skuId=1000069095,https://item.jd.com/10029450380854.html
品悦变频冷暖正1.5匹3级能效挂机空调 KFR35GW(35592)FNhAaA3 (清爽白),2649.0,3499.0,https://mall.gree.com//goods/product/details?id=1000165912&skuId=1000056424,https://item.jd.com/3421396.html
风·飞扬变频冷暖正1.5匹3级能效挂机空调 KFR35GW(355971)FNAbDA3(TMG) 皓雪白,2659.0,2659.0,https://mall.gree.com//goods/product/details?id=1002979842&skuId=1000309704,https://mall.gree.com//goods/product/details?id=1000035640&skuId=1000052086
风·飞扬变频冷暖正1.5匹3级能效挂机空调 KFR35GW(355971)FNAbDA3(TMG) 皓雪白,2659.0,2659.0,https://mall.gree.com//goods/product/details?id=1002979842&skuId=1000309704,https://mall.gree.com//goods/product/details?id=1000035640&skuId=1000052086
风·飞扬变频冷暖大1匹2级能效挂机空调 KFR26GW(265971)FNCbDA2(奢华金),2669.0,,https://mall.gree.com//goods/product/details?id=1002975191&skuId=1000304750,
云锦变频冷暖大1匹1级能效挂机空调 KFR26GWNhPbB1W 皓雪白,2699.0,,https://mall.gree.com//goods/product/details?id=1002979310&skuId=1000309083,
京致变频冷暖大1匹1级能效挂机空调 KFR26GW(265931)FNhAbDA1 (皓雪白),2799.0,4499.0,https://mall.gree.com//goods/product/details?id=1000026040&skuId=1000042897,https://item.jd.com/10021866714539.html
冷静享变频冷暖正1.5匹2级能效挂机空调 KFR35GW(35583)FNCbA2 皓雪白,2799.0,,https://mall.gree.com//goods/product/details?id=1000025635&skuId=1000042490,
冷静悦变频冷暖大1匹3级能效挂机空调 KFR26GW(26575)FNCaA3 奢华金,2799.0,3799.0,https://mall.gree.com//goods/product/details?id=1000025964&skuId=1000042821,https://item.jd.com/5588639.html
风范变频冷暖正1.5匹2级能效挂机空调 KFR35GWNhCaB2W 高亮白,2799.0,,https://mall.gree.com//goods/product/details?id=1000796018&skuId=1000069096,
冷静宝5变频冷暖大1匹3级能效挂机空调 KFR26GW(26519)FNhAaC3 (暖阳白),2799.0,,https://mall.gree.com//goods/product/details?id=1002957849&skuId=1000286767,
凉之静Ⅱ变频冷暖正1.5匹2级能效挂机空调 KFR35GW(355971)FNCaDA2 (奢华金),2849.0,3649.0,https://mall.gree.com//goods/product/details?id=1000035638&skuId=1000052084,https://item.jd.com/3889778.html
冷静悦变频冷暖大1匹3级能效挂机空调 KFR26GW(26575)FNhCaA3(奢华金),2899.0,,https://mall.gree.com//goods/product/details?id=1000032954&skuId=1000050855,
风范变频冷暖大1匹1级能效挂机空调 KFR26GWNhCbB1W (奢华金),2899.0,,https://mall.gree.com//goods/product/details?id=1000270396&skuId=1000056674,
云锦变频冷暖正1.5匹1级能效挂机空调 KFR35GWNhPbB1W 皓雪白,2899.0,,https://mall.gree.com//goods/product/details?id=1002975190&skuId=1000304749,
冷静悦变频冷暖小1.5匹3级能效挂机空调 KFR32GW(32575)FNAaA3 高亮白,2999.0,,https://mall.gree.com//goods/product/details?id=1000796066&skuId=1000069144,
悦风Ⅱ变频冷暖正1.5匹1级能效挂机空调 KFR35GW(35564)FNhAaA1(皓雪白),2999.0,3649.0,https://mall.gree.com//goods/product/details?id=1002941928&skuId=1000270724,https://item.jd.com/10024907969982.html
京致变频冷暖正1.5匹1级能效挂机空调 KFR35GW(355931)FNhAbDA1 (皓雪白),2999.0,3199.0,https://mall.gree.com//goods/product/details?id=1000025987&skuId=1000042844,https://item.jd.com/3889740.html
Q畅定频冷暖正1.5匹2级能效挂机空调 节能管家 低碳环保 KFR35GW(35594)Aa2 白色,2999.0,,https://mall.gree.com//goods/product/details?id=1000025962&skuId=1000042819,
宁韵变频冷暖正1.5匹1级能效挂机空调 快速衡温 立体送风 KFR35GWNhFaB1W (皓雪白)(SN),2999.0,,https://mall.gree.com//goods/product/details?id=1000270403&skuId=1000056681,
【新国标】风采II变频冷暖大1匹3级能效挂机空调 KFR26GWNhBa3Bt 皓雪白,2999.0,,https://mall.gree.com//goods/product/details?id=1002978426&skuId=1000308191,
冷净风变频冷暖大1匹1级能效挂机空调 KFR26GWNhMbB1W (皓雪白),3099.0,,https://mall.gree.com//goods/product/details?id=1002959258&skuId=1000288186,
冷净风变频冷暖大1匹1级能效挂机空调 空净合一 健康甄选 KFR26GWNhMaB1W (皓雪白),3099.0,,https://mall.gree.com//goods/product/details?id=1000796012&skuId=1000069090,
悦风Ⅱ变频冷暖正1.5匹1级能效挂机空调 KFR35GW(35564)FNhCaA1(奢华金),3199.0,3899.0,https://mall.gree.com//goods/product/details?id=1002931378&skuId=1000259942,https://item.jd.com/10026468406687.html
风范变频冷暖正1.5匹1级能效挂机空调 KFR35GWNhCbB1W (奢华金),3199.0,,https://mall.gree.com//goods/product/details?id=1000270397&skuId=1000056675,
【新国标】风采II变频冷暖正1.5匹3级能效挂机空调 KFR35GWNhBa3Bt 皓雪白,3199.0,,https://mall.gree.com//goods/product/details?id=1002978428&skuId=1000308193,
冷静悦变频冷暖正1.5匹3级能效挂机空调 KFR35GW(35575)FNhCaA3(奢华金),3299.0,,https://mall.gree.com//goods/product/details?id=1000032956&skuId=1000050857,
冷净风变频冷暖正1.5匹1级能效挂机空调 KFR35GWNhMbB1W (皓雪白),3599.0,,https://mall.gree.com//goods/product/details?id=1002959257&skuId=1000288185,
冷净风变频冷暖正1.5匹1级能效挂机空调 空净合一 健康甄选 KFR35GWNhMaB1W (皓雪白),3599.0,4999.0,https://mall.gree.com//goods/product/details?id=1000796013&skuId=1000069091,https://item.jd.com/100003503208.html
【新国标】清柔风变频冷暖正1.5匹3级能效挂机空调 KFR35GW(35563)FNhAeB3JY01 皓雪白,3639.0,4899.0,https://mall.gree.com//goods/product/details?id=1002964499&skuId=1000293669,https://item.jd.com/10022920458661.html
冷净风(标准款)变频冷暖大1匹2级能效挂机空调  KFR26GW(26543)FNhAaA2 (皓雪白),3699.0,3899.0,https://mall.gree.com//goods/product/details?id=1000133192&skuId=1000054125,https://item.jd.com/34041575337.html
冷净风变频冷暖大1匹1级能效挂机空调 KFR26GWNhMcB1W(皓雪白)(SN),3799.0,,https://mall.gree.com//goods/product/details?id=1002979847&skuId=1000309709,
【新国标】京慕变频冷暖大1匹1级能效挂机空调 KFR26GWNhHe1BAj 奢华金,4099.0,4199.0,https://mall.gree.com//goods/product/details?id=1002979515&skuId=1000309304,https://item.jd.com/100011484489.html
冷净风变频冷暖正1.5匹1级能效挂机空调 KFR35GWNhMcB1W(皓雪白)(SN),4109.0,,https://mall.gree.com//goods/product/details?id=1002979840&skuId=1000309702,
T悦定频单冷2匹3级能效柜机空调 简雅风格 心意之选 KF50LW(50333)NhAa3 浅灰,4199.0,4650.0,https://mall.gree.com//goods/product/details?id=1000796028&skuId=1000069106,https://item.jd.com/100003324755.html
京韵定频冷暖2匹3级能效挂机空调 KFR50GWAaD3 白色,4249.0,4649.0,https://mall.gree.com//goods/product/details?id=1002979311&skuId=1000309084,https://item.jd.com/4856816.html
清炫风变频冷暖2匹3级能效柜机空调 KFR50LWNhHaB3 皓雪白,4289.0,,https://mall.gree.com//goods/product/details?id=1000796061&skuId=1000069139,
冷净风(标准款)变频冷暖正1.5匹2级能效挂机空调 KFR35GW(35543)FNhCaA2 (奢华金),4299.0,,https://mall.gree.com//goods/product/details?id=1000133197&skuId=1000054131,
【新国标】清柔风变频冷暖正1.5匹1级能效挂机空调 KFR35GW(35563)FNhAdB1JY01 皓雪白,4319.0,4899.0,https://mall.gree.com//goods/product/details?id=1002970165&skuId=1000299526,https://item.jd.com/100017351282.html
【新国标】京慕变频冷暖正1.5匹1级能效挂机空调 KFR35GWNhHe1BAj 奢华金,4399.0,4499.0,https://mall.gree.com//goods/product/details?id=1002979516&skuId=1000309305,https://item.jd.com/100021804384.html
T爽定频冷暖2匹3级能效柜机空调 贴心设计 享受生活 KFR50LW(50532)Aa3(含管) 顶 浅灰,4399.0,,https://mall.gree.com//goods/product/details?id=1002979877&skuId=1000309739,
清炫风定频冷暖2匹3级能效柜机空调 强劲冷暖 舒享四季 KFR50LWNhHaD3 皓雪白,4409.0,,https://mall.gree.com//goods/product/details?id=1000796059&skuId=1000069137,
清炫风定频冷暖3匹3级能效挂机空调 KFR72GWAbD3 白色,4439.0,,https://mall.gree.com//goods/product/details?id=1000025637&skuId=1000042492,
悦风Ⅱ变频冷暖2匹3级能效柜机空调 KFR50LW(50598)FNhAaA3 皓雪白,4699.0,4799.0,https://mall.gree.com//goods/product/details?id=1000025928&skuId=1000042785,https://item.jd.com/100013671294.html
格力•云酷定频冷暖2匹3级能效柜机空调 KFR50LWNhZaD3W(银蓝色),4729.0,,https://mall.gree.com//goods/product/details?id=1000025644&skuId=1000042499,
T爽变频冷暖2匹3级能效柜机空调  KFR50LW(50532)FNhAaA3 浅灰色,4799.0,4999.0,https://mall.gree.com//goods/product/details?id=1000135279&skuId=1000054787,https://item.jd.com/3440005.html
清享风定频冷暖2匹2级能效柜机空调 KFR50LWNhMaD2W 玫瑰金,4799.0,,https://mall.gree.com//goods/product/details?id=1000268813&skuId=1000056632,
清炫风定频冷暖3匹3级能效柜机空调  KFR72LWNhHaD3 皓雪白,4899.0,,https://mall.gree.com//goods/product/details?id=1000796060&skuId=1000069138,
【新国标】云佳变频冷暖2匹3级能效柜机空调 KFR50LWNhGh3B 皓雪白,4999.0,4999.0,https://mall.gree.com//goods/product/details?id=1002978433&skuId=1000308198,https://item.jd.com/100021804386.html
宁悦变频冷暖2匹3级能效柜机空调 KFR50LW(505531)FNhAcDA3(皓雪白)(SN),5009.0,,https://mall.gree.com//goods/product/details?id=1000269191&skuId=1000056649,
格力•云酷变频冷暖2匹3级能效柜机空调 KFR50LWNhZaB3W(银蓝色),5029.0,6999.0,https://mall.gree.com//goods/product/details?id=1000025648&skuId=1000042503,https://item.jd.com/6652521.html
云锦变频冷暖2匹1级能效柜机空调 KFR50LWNhZcB1W (皓雪白),5099.0,,https://mall.gree.com//goods/product/details?id=1002975187&skuId=1000304746,
风·轻扬变频冷暖2匹2级能效柜机空调 KFR50LW(505551)FNhAaDA2(皓雪白),5099.0,,https://mall.gree.com//goods/product/details?id=1000269186&skuId=1000056643,
清享风变频冷暖2匹3级能效柜机空调 KFR50LWNhMaB3W 玫瑰金,5099.0,,https://mall.gree.com//goods/product/details?id=1000796063&skuId=1000069141,
静享变频冷暖2匹3级能效柜机空调 KFR50LW(50555)FNhAdA3皓雪白,5099.0,5999.0,https://mall.gree.com//goods/product/details?id=1000269181&skuId=1000056638,https://item.jd.com/2942446.html
i酷定频冷暖2匹3级能效柜机空调 智能触控 省电省心 KFR50LW(505511)NhAaD3(银色),5099.0,,https://mall.gree.com//goods/product/details?id=1000035642&skuId=1000052088,
格力•金贝变频冷暖大1匹1级能效挂机空调 KFR26GW(26578)FNhCaA1 (奢华金),5099.0,5699.0,https://mall.gree.com//goods/product/details?id=1000025756&skuId=1000042611,https://item.jd.com/31431724955.html
绿嘉园定频冷暖2匹2级能效挂机空调 大匹数省空间 KFR50GW(50556)NhAd2(含管) 顶 白色,5099.0,,https://mall.gree.com//goods/product/details?id=1002979875&skuId=1000309737,
i酷定频冷暖3匹3级能效柜机空调 KFR72LW(72551)NhAa3 银色,5399.0,,https://mall.gree.com//goods/product/details?id=1000025642&skuId=1000042497,
i尚变频冷暖2匹3级能效柜机空调 KFR50LW(50555)FNhAbA3 纯白,5399.0,5999.0,https://mall.gree.com//goods/product/details?id=1000025619&skuId=1000042474,https://item.jd.com/10022271816130.html
清享风定频冷暖3匹2级能效柜机空调 KFR72LWNhMaD2W 玫瑰金,5499.0,,https://mall.gree.com//goods/product/details?id=1000268810&skuId=1000056629,
i享变频冷暖2匹3级能效柜机空调 KFR50LW(50580)FNhAbA3(金秋白),5499.0,5900.0,https://mall.gree.com//goods/product/details?id=1000135206&skuId=1000054615,https://item.jd.com/10027425772901.html
【新国标】时光绘变频冷暖大1匹1级能效挂机空调 KFR26GW(26519)FNhBcB1(经典米),5499.0,,https://mall.gree.com//goods/product/details?id=1002976068&skuId=1000305658,
格力•云酷定频冷暖3匹3级能效柜机空调 KFR72LWNhZaD3W(银蓝色),5529.0,10499.0,https://mall.gree.com//goods/product/details?id=1000025646&skuId=1000042501,https://item.jd.com/10021637763027.html
俊扬定频冷暖2匹3级能效柜机空调 时尚简雅 舒适生活 KFR50LW(50529)NhAa3(含管) 顶 高亮白,5559.0,5559.0,https://mall.gree.com//goods/product/details?id=1002979876&skuId=1000309738,https://mall.gree.com//goods/product/details?id=1002972717&skuId=1000302218
俊扬定频冷暖2匹3级能效柜机空调 时尚简雅 舒适生活 KFR50LW(50529)NhAa3(含管) 顶 高亮白,5559.0,5559.0,https://mall.gree.com//goods/product/details?id=1002979876&skuId=1000309738,https://mall.gree.com//goods/product/details?id=1002972717&skuId=1000302218
云锦变频冷暖2匹1级能效柜机空调 KFR50LWNhZbB1W 皓雪白,5599.0,6299.0,https://mall.gree.com//goods/product/details?id=1000030961&skuId=1000048463,https://item.jd.com/100004063106.html
【新国标】天丽变频冷暖3匹3级能效柜机空调 KFR72LW(72530)FNhAtB3(皓雪白),5599.0,5599.0,https://mall.gree.com//goods/product/details?id=1002979821&skuId=1000309681,https://item.jd.com/10027487889836.html
绿嘉园定频冷暖3匹3级能效挂机空调 KFR72GW(72556)NhAd3 白色,5599.0,5699.0,https://mall.gree.com//goods/product/details?id=1000025871&skuId=1000042726,https://item.jd.com/10029503908451.html
格力·领御变频冷暖正1.5匹1级能效挂机空调 KFR35GW(35577)FNhAaA1(金秋白),5599.0,,https://mall.gree.com//goods/product/details?id=1002979836&skuId=1000309698,
【新国标】睡梦享变频冷暖正1.5匹2级能效挂机空调 KFR35GW(35521)FNhCaB2(英砂金),5609.0,,https://mall.gree.com//goods/product/details?id=1002963985&skuId=1000293137,
i酷变频冷暖2匹3级能效柜机空调 KFR50LW(505511)FNAaDA3(银色),5699.0,,https://mall.gree.com//goods/product/details?id=1002979314&skuId=1000309087,
臻·净爽变频冷暖2匹2级能效柜机空调 KFR50LWNhIbB2W 典雅银,5799.0,8699.0,https://mall.gree.com//goods/product/details?id=1000026042&skuId=1000042899,https://item.jd.com/5104786.html
臻·净爽变频冷暖2匹2级能效柜机空调 KFR50LWNhIcB2W(典雅银)(SN),5799.0,,https://mall.gree.com//goods/product/details?id=1000269193&skuId=1000056651,
【新国标】智慧鸟儿童空调变频冷暖大1匹1级能效挂机空调 KFR26GW(26546)FNhAfB1(活力黄),5899.0,,https://mall.gree.com//goods/product/details?id=1002975232&skuId=1000304791,
【新国标】智慧鸟儿童空调变频冷暖大1匹1级能效挂机空调 KFR26GW(26546)FNhAdB1(樱花粉),5899.0,,https://mall.gree.com//goods/product/details?id=1002975236&skuId=1000304795,
【新国标】智慧鸟儿童空调变频冷暖大1匹1级能效挂机空调 KFR26GW(26546)FNhAeB1(天空蓝),5899.0,6199.0,https://mall.gree.com//goods/product/details?id=1002975234&skuId=1000304793,https://item.jd.com/100015654206.html
【新国标】云佳变频冷暖3匹3级能效柜机空调 KFR72LWNhGh3B 皓雪白,5999.0,5999.0,https://mall.gree.com//goods/product/details?id=1002978434&skuId=1000308199,https://item.jd.com/10026514748993.html
绿嘉园变频冷暖3匹3级能效挂机空调 KFR72GW(72556)FNhAaA3 白色,5999.0,6599.0,https://mall.gree.com//goods/product/details?id=1000026442&skuId=1000043377,https://item.jd.com/100000016960.html
京淳变频冷暖正1.5匹1级能效挂机空调 KFR35GWNhCf1BGj(碧玺蓝),5999.0,5999.0,https://mall.gree.com//goods/product/details?id=1002979465&skuId=1000309254,https://item.jd.com/100021510644.html
i畅变频冷暖2匹3级能效柜机空调 KFR50LW(50553)FNhAbA3 (皓雪白),5999.0,8199.0,https://mall.gree.com//goods/product/details?id=1002979708&skuId=1000309564,https://item.jd.com/100004841619.html
格力•云酷变频冷暖3匹3级能效柜机空调 KFR72LWNhZaB3W(银蓝色),6099.0,,https://mall.gree.com//goods/product/details?id=1000025649&skuId=1000042504,
静享变频冷暖3匹3级能效柜机空调 KFR72LW(72555)FNhAdA3皓雪白,6099.0,8699.0,https://mall.gree.com//goods/product/details?id=1000268815&skuId=1000056636,https://item.jd.com/2942458.html
风·轻扬变频冷暖3匹2级能效柜机空调  KFR72LW(725551)FNhAaDA2(皓雪白),6099.0,,https://mall.gree.com//goods/product/details?id=1000269188&skuId=1000056645,
【新国标】新恬变频冷暖大1匹1级能效挂机空调 KFR26GW(26553)FNhAbB1(皓雪白),6188.0,,https://mall.gree.com//goods/product/details?id=1002941316&skuId=1000270071,
臻·净爽变频冷暖2匹1级能效柜机空调 KFR50LWNhlbB1W 金秋白,6299.0,,https://mall.gree.com//goods/product/details?id=1000026044&skuId=1000042901,
臻·净爽变频冷暖2匹1级能效柜机空调 KFR50LWNhIeB1W (金秋白)™,6299.0,,https://mall.gree.com//goods/product/details?id=1002975188&skuId=1000304747,
【新国标】智慧鸟儿童空调变频冷暖正1.5匹1级能效挂机空调 KFR35GW(35546)FNhAfB1(活力黄),6299.0,,https://mall.gree.com//goods/product/details?id=1002975233&skuId=1000304792,
【新国标】智慧鸟儿童空调变频冷暖正1.5匹1级能效挂机空调 KFR35GW(35546)FNhAeB1(天空蓝),6299.0,,https://mall.gree.com//goods/product/details?id=1002977485&skuId=1000307114,
【新国标】智慧鸟儿童空调变频冷暖正1.5匹1级能效挂机空调 KFR35GW(35546)FNhAdB1(樱花粉),6299.0,,https://mall.gree.com//goods/product/details?id=1002977483&skuId=1000307112,
臻·净爽变频冷暖2匹1级能效柜机空调 KFR50LWNhIcB1W(金秋白)(SN),6299.0,,https://mall.gree.com//goods/product/details?id=1002959254&skuId=1000288182,
i酷变频冷暖3匹3级能效柜机空调  KFR72LW(725511)FNAbDA3(银色),6399.0,,https://mall.gree.com//goods/product/details?id=1000035643&skuId=1000052089,
i享变频冷暖3匹3级能效柜机空调 KFR72LW(72580)FNhAbA3(金秋白),6499.0,7099.0,https://mall.gree.com//goods/product/details?id=1000134388&skuId=1000054302,https://item.jd.com/28142362039.html
【新国标】天丽变频冷暖3匹1级能效柜机空调 KFR72LW(72530)FNhAmB1(皓雪白),6599.0,6599.0,https://mall.gree.com//goods/product/details?id=1002979825&skuId=1000309685,https://item.jd.com/51455882917.html
【新国标】风纪元变频冷暖小2匹1级能效挂机空调 KFR46GWNhId1BW(奢华金),6599.0,,https://mall.gree.com//goods/product/details?id=1002979494&skuId=1000309283,
臻·净爽变频冷暖3匹2级能效柜机空调 KFR72LWNhIbB2W 典雅银,6789.0,,https://mall.gree.com//goods/product/details?id=1000026041&skuId=1000042898,
【新国标，预计6月6日陆续发货】格力·臻新风变频冷暖大1匹1级能效挂机空调 KFR26GW(26537)FNhAfB1(皓雪白),6799.0,,https://mall.gree.com//goods/product/details?id=1002979513&skuId=1000309302,
【新国标】臻净风变频冷暖大1匹1级能效挂机空调(除甲醛) KFR26GW(26543)FNhCeB1(伦勃朗棕),6799.0,,https://mall.gree.com//goods/product/details?id=1002979618&skuId=1000309470,
【新国标】臻净风变频冷暖正1.5匹1级能效挂机空调(除甲醛) KFR35GW(35543)FNhCeB1(伦勃朗棕),6999.0,,https://mall.gree.com//goods/product/details?id=1002979619&skuId=1000309471,
格力·冷静王5变频冷暖2匹1级能效柜机空调 KFR50LW(50583)FNhAaC1(金秋白),7199.0,7899.0,https://mall.gree.com//goods/product/details?id=1002957810&skuId=1000286728,https://item.jd.com/100019138514.html
【新国标】格力·臻新风变频冷暖正1.5匹1级能效挂机空调 KFR35GW(35537)FNhChB1(英砂金),7199.0,,https://mall.gree.com//goods/product/details?id=1002979473&skuId=1000309262,
【新国标，预计6月6日陆续发货】格力·臻新风变频冷暖正1.5匹1级能效挂机空调 KFR35GW(35537)FNhAfB1(皓雪白),7199.0,,https://mall.gree.com//goods/product/details?id=1002979514&skuId=1000309303,
臻·净爽变频冷暖3匹1级能效柜机空调 KFR72LWNhIbB1W 金秋白,7349.0,,https://mall.gree.com//goods/product/details?id=1000026043&skuId=1000042900,
臻.净爽变频冷暖3匹1级能效柜机空调 KFR72LWNhIeB1W(金秋白),7349.0,,https://mall.gree.com//goods/product/details?id=1002979315&skuId=1000309088,
【新国标】月亮女神变频冷暖大1匹1级能效挂机空调 KFR26GW(26579)FNhCdB1(珍珠白),7699.0,,https://mall.gree.com//goods/product/details?id=1002977486&skuId=1000307115,
【新国标】清巧风变频冷暖2匹2级能效挂机空调 KFR50GW(50563)FNhAfB2JY01 皓雪白,7959.0,,https://mall.gree.com//goods/product/details?id=1002977561&skuId=1000307225,
风赏变频冷暖3匹2级能效柜机空调 KFR72LWNhJeB2W(典雅银),8099.0,,https://mall.gree.com//goods/product/details?id=1000796023&skuId=1000069101,
【新国标】清巧风变频冷暖2匹1级能效挂机空调 KFR50GW(50563)FNhAfB1JY01 皓雪白,8209.0,,https://mall.gree.com//goods/product/details?id=1002977559&skuId=1000307223,
【新国标】清凉风变频冷暖2匹2级能效柜机空调 KFR50LW(50536)FNhAcB2JY01(皓雪白),8249.0,,https://mall.gree.com//goods/product/details?id=1002977563&skuId=1000307227,
【新国标】清巧风变频冷暖3匹2级能效挂机空调 KFR72GW(72563)FNhAfB2JY01 皓雪白,8959.0,,https://mall.gree.com//goods/product/details?id=1002977562&skuId=1000307226,
i慕变频冷暖3匹1级能效柜机空调 KFR72LW(72555)FNhBaA1 奢华金,8999.0,9899.0,https://mall.gree.com//goods/product/details?id=1000025622&skuId=1000042477,https://item.jd.com/59793466891.html
【新国标】格力·臻新风变频冷暖正1.5匹1级能效挂机空调 KFR35GW(35537)FNhCpB1(汝瓷青),8999.0,,https://mall.gree.com//goods/product/details?id=1002977116&skuId=1000306739,
【新国标】冷静悦变频冷暖2匹2级能效柜机空调 KFR50LW(50580)FNhAaB2(皓雪白),9239.0,,https://mall.gree.com//goods/product/details?id=1002961920&skuId=1000290991,
【新国标】天井机2匹变频冷暖3级能效 KFR50TW(50530)FNhCaB3,9500.0,9500.0,https://mall.gree.com//goods/product/details?id=1002964474&skuId=1000293644,https://item.jd.com/31300016968.html
